,created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,retweeted_status,is_quote_status,quote_count,reply_count,retweet_count,favorite_count,entities,favorited,retweeted,filter_level,lang,timestamp_ms,extended_tweet,display_text_range,extended_entities,possibly_sensitive,quoted_status_id,quoted_status_id_str,quoted_status,quoted_status_permalink
0,2021-12-11 04:40:59+00:00,1469527611143507968,1469527611143507968,RT @ihyjuju: “me and who” BITCH ME AND YOU,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,"{'id': 760216387109416960, 'id_str': '760216387109416960', 'name': 'shanetrain⚡️🔌', 'screen_name': 'shanetrain45', 'location': 'Somewhere', 'url': None, 'description': None, 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 80, 'friends_count': 105, 'listed_count': 0, 'favourites_count': 20890, 'statuses_count': 5113, 'created_at': 'Mon Aug 01 20:51:25 +0000 2016', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1458643888529461248/krON41ir_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1458643888529461248/krON41ir_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/760216387109416960/1614192433', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,"{'created_at': 'Sat Dec 11 04:35:06 +0000 2021', 'id': 1469526129824256009, 'id_str': '1469526129824256009', 'text': '“me and who” BITCH ME AND YOU', 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'truncated': False, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 1338380930830876673, 'id_str': '1338380930830876673', 'name': 'juju 💰', 'screen_name': 'ihyjuju', 'location': 'Las Vegas, NV', 'url': 'http://instagram.com/ihyjujuu', 'description': 'just a mf tweetin / turn notis on', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 142420, 'friends_count': 1845, 'listed_count': 139, 'favourites_count': 18456, 'statuses_count': 4788, 'created_at': 'Mon Dec 14 07:11:21 +0000 2020', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1448859687449862147/frVD6mW3_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1448859687449862147/frVD6mW3_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1338380930830876673/1629340876', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'quote_count': 4, 'reply_count': 20, 'retweet_count': 88, 'favorite_count': 480, 'entities': {'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}, 'favorited': False, 'retweeted': False, 'filter_level': 'low', 'lang': 'en'}",False,0,0,0,0,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'ihyjuju', 'name': 'juju 💰', 'id': 1338380930830876673, 'id_str': '1338380930830876673', 'indices': [3, 11]}], 'symbols': []}",False,False,low,en,2021-12-11 04:40:59.656,,,,,,,,
1,2021-12-11 04:40:59+00:00,1469527611495772160,1469527611495772160,"To the dumb bitch who stop in front us by Philz’s in Fremont, I wasted a good $5 coffee just to throw at you cause… https://t.co/y9e3YAoAUr","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",True,,,,,,"{'id': 2193490254, 'id_str': '2193490254', 'name': 'Eli ✴︎', 'screen_name': 'Eliza_betth_', 'location': 'At ur daddy crib;)', 'url': None, 'description': None, 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 228, 'friends_count': 154, 'listed_count': 1, 'favourites_count': 30118, 'statuses_count': 9599, 'created_at': 'Thu Nov 14 04:13:12 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '6BD8FF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'F58EA8', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1469225069838684165/DpiJTiII_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1469225069838684165/DpiJTiII_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2193490254/1639187991', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,,False,0,0,0,0,"{'hashtags': [], 'urls': [{'url': 'https://t.co/y9e3YAoAUr', 'expanded_url': 'https://twitter.com/i/web/status/1469527611495772160', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}], 'user_mentions': [], 'symbols': []}",False,False,low,en,2021-12-11 04:40:59.740,"{'full_text': 'To the dumb bitch who stop in front us by Philz’s in Fremont, I wasted a good $5 coffee just to throw at you cause your ass decided it was okay to park your car and get off at a STOP SIGN', 'display_text_range': [0, 187], 'entities': {'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}}",,,,,,,
2,2021-12-11 04:40:59+00:00,1469527612166967297,1469527612166967296,FUCK YOU.,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,,,,,"{'id': 1460008032834883586, 'id_str': '1460008032834883586', 'name': 'ᝰ 𝗕𝗘𝗫', 'screen_name': 'ibexkane', 'location': '✎﹏﹏ sʜᴀʀᴋ', 'url': None, 'description': 'ㅤㅤㅤㅤㅤㅤㅤㅤ\xa0ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ\nㅤㅤㅤㅤㅤㅤㅤㅤㅤ𝐼 𝑛𝑒𝑒𝑑𝑒𝑑 𝑡𝑜 𝑙𝑜𝑠𝑒 𝑦𝑜𝑢 𝑡𝑜 𝑙𝑜𝑣𝑒 𝑚𝑒', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 79, 'friends_count': 78, 'listed_count': 3, 'favourites_count': 326, 'statuses_count': 1577, 'created_at': 'Sun Nov 14 22:13:46 +0000 2021', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1466651592489267207/VgRis9MW_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1466651592489267207/VgRis9MW_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1460008032834883586/1636961161', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,,False,0,0,0,0,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",False,False,low,en,2021-12-11 04:40:59.900,,,,,,,,
3,2021-12-11 04:41:00+00:00,1469527613383319552,1469527613383319552,you gotta be a strong mf to do a distance relationship but atp ion want nobody from fuck ass fort worth so i’m finna resort to that,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,"{'id': 1464399846522363904, 'id_str': '1464399846522363904', 'name': 'HIM', 'screen_name': 'fivestarguyy', 'location': 'Fort Worth, TX', 'url': None, 'description': 'IG : vvsprosper @Mariahscientist ❤️', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 78, 'friends_count': 235, 'listed_count': 0, 'favourites_count': 264, 'statuses_count': 216, 'created_at': 'Sat Nov 27 01:05:13 +0000 2021', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1468349304150581250/m9yc5gWW_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1468349304150581250/m9yc5gWW_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1464399846522363904/1638730522', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,,False,0,0,0,0,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",False,False,low,en,2021-12-11 04:41:00.190,,,,,,,,
4,2021-12-11 04:41:00+00:00,1469527613639168010,1469527613639168000,"RT @dustinrhodes: To whom it may concern:
Hey man, you can do this!! One day at a time!! It will be hard but fuck it. 
#KeepSteppin","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,"{'id': 84662720, 'id_str': '84662720', 'name': 'E... Rouza', 'screen_name': 'rehostia', 'location': 'Puerto Rico, USA', 'url': None, 'description': 'Barista • Deftones • Destiny • Ricardo Arjona • Batman • Coffee', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 14, 'friends_count': 277, 'listed_count': 0, 'favourites_count': 1572, 'statuses_count': 529, 'created_at': 'Fri Oct 23 19:03:03 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '000000', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/903493460015038465/mlPCIYcf_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/903493460015038465/mlPCIYcf_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/84662720/1386091722', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,"{'created_at': 'Fri Dec 10 20:52:30 +0000 2021', 'id': 1469409713934716930, 'id_str': '1469409713934716930', 'text': 'To whom it may concern:\nHey man, you can do this!! One day at a time!! It will be hard but fuck it. \n#KeepSteppin', 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'truncated': False, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 135039839, 'id_str': '135039839', 'name': 'Dustin Rhodes', 'screen_name': 'dustinrhodes', 'location': 'Texas, USA', 'url': 'http://rhodesdream.com', 'description': 'follow me on IG @dustinrhodestx Manager-scott@prestigetalentmgt.com for everything.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 706769, 'friends_count': 1087, 'listed_count': 3524, 'favourites_count': 48705, 'statuses_count': 10297, 'created_at': 'Tue Apr 20 04:55:55 +0000 2010', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_link_color': '009999', 'profile_sidebar_border_color': 'EEEEEE', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1428025368800280576/XQSJ1reE_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1428025368800280576/XQSJ1reE_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/135039839/1636488240', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'quote_count': 14, 'reply_count': 45, 'retweet_count': 221, 'favorite_count': 1791, 'entities': {'hashtags': [{'text': 'KeepSteppin', 'indices': [101, 113]}], 'urls': [], 'user_mentions': [], 'symbols': []}, 'favorited': False, 'retweeted': False, 'filter_level': 'low', 'lang': 'en'}",False,0,0,0,0,"{'hashtags': [{'text': 'KeepSteppin', 'indices': [119, 131]}], 'urls': [], 'user_mentions': [{'screen_name': 'dustinrhodes', 'name': 'Dustin Rhodes', 'id': 135039839, 'id_str': '135039839', 'indices': [3, 16]}], 'symbols': []}",False,False,low,en,2021-12-11 04:41:00.251,,,,,,,,
5,2021-12-11 04:41:00+00:00,1469527614993883141,1469527614993883136,at least tell him all the good tweets i make about how much i love you weird bitch,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,"{'id': 1336727682046963713, 'id_str': '1336727682046963713', 'name': 'lauren', 'screen_name': 'laaurreennnnn', 'location': None, 'url': None, 'description': None, 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 31, 'friends_count': 49, 'listed_count': 0, 'favourites_count': 807, 'statuses_count': 271, 'created_at': 'Wed Dec 09 17:41:49 +0000 2020', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1454212899786866694/wHAcaQKd_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1454212899786866694/wHAcaQKd_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1336727682046963713/1635552561', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,,False,0,0,0,0,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",False,False,low,en,2021-12-11 04:41:00.574,,,,,,,,
6,2021-12-11 04:41:00+00:00,1469527615593762819,1469527615593762816,"RT @AriTheDon: I be so bored with myself, can you come and fuck me?","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,"{'id': 1262562187228385281, 'id_str': '1262562187228385281', 'name': 'ken.', 'screen_name': 'prettyken16', 'location': 'Macon, GA', 'url': None, 'description': 'a piece of my heart lives in heaven 🤞🏽', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 19, 'friends_count': 91, 'listed_count': 0, 'favourites_count': 412, 'statuses_count': 585, 'created_at': 'Tue May 19 01:54:32 +0000 2020', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1453961226547908615/Oy1Upvhp_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1453961226547908615/Oy1Upvhp_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1262562187228385281/1639118785', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,"{'created_at': 'Fri Dec 10 18:39:32 +0000 2021', 'id': 1469376252259754002, 'id_str': '1469376252259754002', 'text': 'I be so bored with myself, can you come and fuck me?', 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'truncated': False, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 1095786885685882880, 'id_str': '1095786885685882880', 'name': 'KYLESISTER', 'screen_name': 'AriTheDon', 'location': None, 'url': None, 'description': None, 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 1559295, 'friends_count': 78, 'listed_count': 303, 'favourites_count': 4511, 'statuses_count': 5543, 'created_at': 'Wed Feb 13 20:48:47 +0000 2019', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1106220114255458305/KLPuRr-A_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1106220114255458305/KLPuRr-A_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1095786885685882880/1550645230', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'quote_count': 386, 'reply_count': 190, 'retweet_count': 1845, 'favorite_count': 6921, 'entities': {'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}, 'favorited': False, 'retweeted': False, 'filter_level': 'low', 'lang': 'en'}",False,0,0,0,0,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'AriTheDon', 'name': 'KYLESISTER', 'id': 1095786885685882880, 'id_str': '1095786885685882880', 'indices': [3, 13]}], 'symbols': []}",False,False,low,en,2021-12-11 04:41:00.717,,,,,,,,
7,2021-12-11 04:41:00+00:00,1469527615518167043,1469527615518167040,@dewinyermom WE LITERALLY CLOSE IN 20 MIN FUCK OFFF YOU FREAKS,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,1.4695275153666662e+18,1.4695275153666662e+18,1.1563870851353518e+18,1.1563870851353518e+18,dewinyermom,"{'id': 1417141381341057035, 'id_str': '1417141381341057035', 'name': 'makenzie', 'screen_name': 'makd4ddy', 'location': None, 'url': None, 'description': '#1 dr pepper fan (also imani’s girlfriend)', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 28, 'friends_count': 77, 'listed_count': 0, 'favourites_count': 3415, 'statuses_count': 1861, 'created_at': 'Mon Jul 19 15:17:08 +0000 2021', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1466250538849296385/TiJCLNR8_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1466250538849296385/TiJCLNR8_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1417141381341057035/1637821349', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,,False,0,0,0,0,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'dewinyermom', 'name': 'imani', 'id': 1156387085135351810, 'id_str': '1156387085135351810', 'indices': [0, 12]}], 'symbols': []}",False,False,low,en,2021-12-11 04:41:00.699,,"[13, 62]",,,,,,
8,2021-12-11 04:41:01+00:00,1469527618932334597,1469527618932334592,@anticaptplanet ah fuck i definitely cant go :( youll do great tho im sure!!! believe and you can achieve :3,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,1.4695272968685568e+18,1.4695272968685568e+18,1.2953408013886792e+18,1.2953408013886792e+18,anticaptplanet,"{'id': 1393708549247836161, 'id_str': '1393708549247836161', 'name': 'gray with an a', 'screen_name': 'dweebydj', 'location': None, 'url': 'http://wtulneworleans.com', 'description': 'they/them. twenty. bisexual genderfuck. english major, radio dj, mentally ill dweeb.', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 51, 'friends_count': 499, 'listed_count': 2, 'favourites_count': 31806, 'statuses_count': 3636, 'created_at': 'Sat May 15 23:23:13 +0000 2021', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1420240570585341952/8BEbn44M_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1420240570585341952/8BEbn44M_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1393708549247836161/1621203759', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,,False,0,0,0,0,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'anticaptplanet', 'name': 'maria', 'id': 1295340801388679168, 'id_str': '1295340801388679168', 'indices': [0, 15]}], 'symbols': []}",False,False,low,en,2021-12-11 04:41:01.513,,"[16, 108]",,,,,,
9,2021-12-11 04:41:01+00:00,1469527619490226179,1469527619490226176,the most annoying bitch on earth!,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,"{'id': 272700176, 'id_str': '272700176', 'name': 'super duper laur', 'screen_name': 'scientistlaur', 'location': '🧀🍻🦌', 'url': None, 'description': None, 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 918, 'friends_count': 1587, 'listed_count': 2, 'favourites_count': 84602, 'statuses_count': 19115, 'created_at': 'Sun Mar 27 01:01:01 +0000 2011', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_link_color': '3F1FBF', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FAE1FA', 'profile_text_color': '7A007A', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1455612513056342025/BZW4qKcp_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1455612513056342025/BZW4qKcp_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/272700176/1636233404', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,,False,0,0,0,0,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}",False,False,low,en,2021-12-11 04:41:01.646,,,,,,,,
